name,male_cnt,female_cnt
Darianna,0,664
Darianne,0,44
Darianny,0,56
Dariany,0,23
Darice,0,5
Darie,0,17
Dariela,0,322
Darielis,0,8
Dariella,0,35
Darielle,0,422
Dariely,0,5
Darielys,0,64
Darienne,0,93
Darihanna,0,11
Darika,0,17
Darilyn,0,41
Darilynn,0,12
Darina,0,349
Darine,0,5
Darinka,0,47
Dariona,0,130
Darionna,0,186
Darisha,0,5
Darisley,0,5
Darissa,0,13
Daritza,0,72
Dariya,0,246
Dariyah,0,297
Dariyana,0,27
Dariyelle,0,5
Darla,0,1824
Darlah,0,27
Darleen,0,331
Darlen,0,64
Darlena,0,41
Darlene,0,3336
Darleni,0,5
Darlenne,0,18
Darleny,0,96
Darleth,0,5
Darlina,0,5
Darline,0,137
Darling,0,261
Darly,0,51
Darlyne,0,48
Darlynn,0,35
Darnae,0,21
Darnaja,0,5
Darnasia,0,21
Darneisha,0,21
Darnesha,0,89
Darnisha,0,90
Darolyn,0,5
Darra,0,40
Darrah,0,207
Darria,0,75
Darriah,0,8
Darriana,0,107
Darrianna,0,26
Darrica,0,6
Darricka,0,6
Darriell,0,10
Darrielle,0,149
Darriona,0,107
Darrionna,0,17
Darriyah,0,11
Darsey,0,6
Darshana,0,11
Darshay,0,12
Darshi,0,5
Darshini,0,5
Darsy,0,5
Darya,0,545
Daryah,0,28
Daryana,0,100
Daryanna,0,22
Daryiah,0,6
Daryna,0,46
Darynne,0,5
Dasanii,0,5
Dasany,0,25
Dascha,0,5
Dasha,0,1596
Dashae,0,94
Dashai,0,5
Dashana,0,39
Dashanae,0,69
Dashanay,0,8
Dashane,0,5
Dashani,0,10
Dashanique,0,19
Dashanna,0,6
Dashanta,0,5
Dashanti,0,181
Dashara,0,6
Dashari,0,5
Dasharia,0,5
Dashauna,0,66
Dashawna,0,190
Dashawnna,0,5
Dashay,0,107
Dashaya,0,5
Dashayla,0,137
Dashea,0,11
Dashia,0,338
Dashira,0,13
Dashiya,0,33
Dashiyah,0,6
Dashley,0,42
Dashna,0,5
Dashona,0,11
Dashonda,0,5
Dashonna,0,16
Dashya,0,12
Dashyia,0,8
Dashyra,0,5
Dasia,0,2991
Dasiah,0,115
Dasianae,0,10
Dasie,0,6
Dasiya,0,34
Dasiyah,0,42
Dasja,0,27
Dasmine,0,5
Dasya,0,24
Datavia,0,12
Daun,0,6
Dauna,0,5
Dava,0,125
Davaeh,0,20
Davalyn,0,6
Davana,0,6
Davanee,0,143
Davaney,0,5
Davani,0,5
Davanie,0,12
Davanna,0,32
Davany,0,12
Davaria,0,9
Davasia,0,21
Davaya,0,7
Davayah,0,17
Daveah,0,57
Daveena,0,43
Daveigh,0,124
Davena,0,10
Daveney,0,17
Daveona,0,21
Daveonna,0,5
Davesha,0,5
Davette,0,5
Davia,0,382
Daviah,0,19
Daviana,0,476
Davianna,0,453
Davida,0,315
Davielle,0,14
Davina,0,1602
Davinah,0,9
Davinee,0,16
Daviney,0,13
Davinia,0,15
Davinity,0,52
Davinna,0,11
Daviona,0,192
Davionna,0,355
Davisha,0,6
Davita,0,34
Daviya,0,11
Daviyah,0,6
Daviyana,0,5
Davona,0,26
Davonia,0,5
Davonna,0,238
Davonya,0,5
Davyne,0,31
Davynn,0,6
Dawanna,0,8
Dawn,0,2015
Dawna,0,93
Dawnae,0,7
Dawnielle,0,13
Dawt,0,32
Daxia,0,6
Daya,0,331
Dayah,0,22
Dayahna,0,6
Dayami,0,751
Dayamin,0,25
Dayamir,0,5
Dayamit,0,5
Dayamy,0,30
Dayana,0,7872
Dayanah,0,23
Dayanara,0,5412
Dayanari,0,15
Dayane,0,81
Dayani,0,382
Dayanie,0,5
Dayanira,0,172
Dayanis,0,68
Dayann,0,13
Dayanna,0,2085
Dayannara,0,103
Dayanne,0,106
Dayanni,0,52
Dayany,0,35
Dayari,0,7
Dayasia,0,5
Daycee,0,41
Daycia,0,5
Dayeli,0,21
Dayiana,0,5
Dayja,0,298
Dayjah,0,170
Dayla,0,801
Daylah,0,69
Daylani,0,38
Daylanie,0,5
Daylany,0,7
Dayleen,0,161
Dayleigh,0,8
Daylene,0,132
Dayli,0,48
Daylia,0,30
Daylie,0,11
Daylinn,0,10
Daymi,0,7
Dayna,0,1984
Daynah,0,33
Daynna,0,12
Dayona,0,167
Dayonna,0,469
Dayra,0,709
Dayri,0,5
Dayrin,0,146
Dayris,0,9
Dayse,0,7
Daysha,0,1053
Dayshana,0,5
Dayshanay,0,5
Dayshawna,0,15
Dayshia,0,123
Daysi,0,657
Daysia,0,456
Daysie,0,77
Daysy,0,121
Dayva,0,5
Dayvanee,0,5
Dayvonna,0,5
Dayza,0,11
Dayzee,0,69
Dayzha,0,26
Dayzi,0,10
Dayzia,0,31
Dayzie,0,20
Dazah,0,7
Dazani,0,56
Dazaria,0,99
Dazariah,0,35
Dazha,0,34
Dazhane,0,28
Dazia,0,168
Daziah,0,117
Dazie,0,29
Dazire,0,52
Daziya,0,90
Daziyah,0,159
Dazja,0,5
Dazjah,0,10
Dazlyn,0,6
Dazlynn,0,6
Dazmine,0,7
Dazsha,0,15
Dazya,0,16
Dazzlyn,0,23
Dea,0,263
Deadra,0,12
Deah,0,16
Deahna,0,11
Deaija,0,12
Deaijah,0,16
Deaira,0,254
Deairah,0,24
Deairra,0,59
Deaisa,0,42
Deaisha,0,109
Deaja,0,255
Deajah,0,283
Deajanae,0,17
Deajha,0,7
Deajia,0,5
Deamber,0,14
Deana,0,1188
Deanah,0,5
Deandria,0,208
Deangel,0,28
Deangela,0,193
Deani,0,14
Deann,0,166
Deannah,0,52
Deanndra,0,35
Deanne,0,207
Deara,0,82
Dearia,0,78
Deariah,0,5
Dearie,0,30
Dearra,0,27
Dearria,0,6
Deasha,0,117
Deashia,0,165
Deasia,0,2997
Deasiah,0,82
Deasya,0,45
Deauna,0,51
Deaundria,0,12
Deaunna,0,37
Deavian,0,36
Deavionne,0,6
Deavyn,0,5
Deayra,0,12
Deaysha,0,15
Deaysia,0,60
Deazia,0,34
Debanhi,0,366
Debanhy,0,12
Debany,0,81
Debbie,0,786
Debbra,0,6
Debby,0,105
Debi,0,11
Debora,0,1121
Deborah,0,5993
Debra,0,1515
Debrah,0,65
Debria,0,22
Debriana,0,21
Debrianna,0,16
December,0,506
Dechen,0,11
Declynn,0,38
Dede,0,21
Dedra,0,87
Dedriana,0,5
Dedrianna,0,6
Deeana,0,79
Deeandra,0,17
Deeann,0,30
Deeanna,0,226
Deeasia,0,6
Deeba,0,26
Deedee,0,43
Deedra,0,58
Deeksha,0,211
Deekshitha,0,5
Deem,0,28
Deema,0,232
Deena,0,839
Deenah,0,22
Deepa,0,49
Deepika,0,116
Deepshika,0,7
Deepthi,0,7
Deepti,0,64
Deeqa,0,5
Deera,0,5
Deerica,0,39
Deericka,0,11
Deesha,0,11
Deethya,0,29
Deetya,0,167
Deeya,0,169
Defne,0,269
Dehja,0,7
Dehlia,0,86
Dehlila,0,18
Deia,0,16
Deianeira,0,10
Deianira,0,12
Deianna,0,10
Deiara,0,5
Deici,0,11
Deicy,0,58
Deidra,0,414
Deidre,0,307
Deija,0,247
Deijah,0,180
Deilani,0,5
Deilany,0,16
Deilyn,0,23
Deimy,0,5
Deina,0,18
Deiona,0,41
Deiondra,0,22
Deionna,0,58
Deira,0,41
Deirdra,0,29
Deirdre,0,658
Deirra,0,5
Deisha,0,78
Deisi,0,236
Deissy,0,67
Deisy,0,1520
Dejae,0,20
Dejah,0,1486
Dejahnae,0,28
Dejahnay,0,7
Dejai,0,30
Dejamarie,0,6
Dejana,0,96
Dejanae,0,569
Dejanai,0,17
Dejanay,0,118
Dejane,0,50
Dejanea,0,20
Dejanee,0,45
Dejanelle,0,5
Dejanique,0,113
Dejanna,0,7
Dejarae,0,5
Dejha,0,33
Dejia,0,102
Dejiah,0,23
Dejonae,0,11
Dejuana,0,5
Dekara,0,5
Dekayla,0,199
Dekira,0,10
Dekiya,0,24
Dekiyah,0,10
Deklynn,0,44
Dekotah,0,10
Dekyla,0,12
Dekyra,0,22
Dela,0,34
Delacey,0,6
Delaia,0,8
Delaiah,0,20
Delaila,0,186
Delailah,0,101
Delaili,0,7
Delaina,0,421
Delainah,0,5
Delaine,0,141
Delainee,0,108
Delainey,0,1026
Delaini,0,35
Delainie,0,69
Delainy,0,119
Delajah,0,6
Delali,0,19
Delana,0,764
Delancy,0,11
Delandria,0,5
Delanee,0,246
Delanei,0,5
Delania,0,14
Delanie,0,2452
Delanna,0,52
Delannie,0,10
Delanny,0,43
Delany,0,612
Delara,0,47
Delasia,0,49
Delaya,0,5
Delayah,0,11
Delayla,0,160
Delaylah,0,18
Delayna,0,402
Delayne,0,173
Delaynee,0,149
Delayney,0,11
Delayni,0,90
Delaynie,0,249
Delaysha,0,5
Delaysia,0,33
Delayza,0,46
Delci,0,11
Delcie,0,11
Deleah,0,71
Delecia,0,34
Deleena,0,10
Delena,0,180
Delenn,0,35
Delenna,0,5
Deleshia,0,5
Deleyza,0,23
Delfina,0,280
Delia,0,3446
Deliah,0,288
Deliana,0,71
Delianna,0,5
Deliany,0,5
Delianys,0,5
Delicia,0,457
Delight,0,13
Delila,0,988
Delilah,0,18001
Delilahrose,0,5
Delilha,0,6
Deliliah,0,86
Delimar,0,23
Delina,0,454
Delinda,0,31
Delisa,0,123
Delisha,0,124
Delisia,0,12
Delissa,0,46
Deliyah,0,155
Deliylah,0,19
Deliza,0,11
Della,0,1499
Dellah,0,11
Dellana,0,5
Dellaney,0,11
Dellanie,0,5
Delma,0,39
Delmi,0,112
Delmy,0,235
Delora,0,29
Delores,0,335
Deloris,0,90
Delphia,0,10
Delphina,0,53
Delphine,0,309
Delsa,0,16
Delsie,0,19
Delsy,0,60
Delycia,0,6
Delyla,0,370
Delylah,0,719
Delynn,0,18
Delyssa,0,10
Delyza,0,6
Dema,0,104
Demara,0,43
Demariah,0,23
Demariana,0,5
Demariona,0,5
Demarionna,0,7
Demariya,0,11
Demariyah,0,22
Demauria,0,11
Demaya,0,175
Demea,0,5
Demecia,0,26
Demeisha,0,5
Demeria,0,38
Demery,0,5
Demesha,0,44
Demetra,0,275
Demetria,0,1157
Demetriana,0,51
Demetrianna,0,5
Demetriona,0,6
Demi,0,3572
Demia,0,308
Demiah,0,171
Demiana,0,83
Demie,0,10
Demii,0,23
Demika,0,5
Demira,0,28
Demiracle,0,5
Demisha,0,14
Demitra,0,124
Demitria,0,146
Demiya,0,213
Demiyah,0,289
Demmi,0,18
Demonica,0,26
Demri,0,23
Demy,0,12
Demya,0,597
Demyah,0,87
Demyia,0,38
Demyiah,0,26
Demyra,0,23
Dena,0,907
Denae,0,652
Denaeja,0,11
Denah,0,7
Denai,0,63
Denaija,0,21
Denaijah,0,20
Denaisha,0,44
Denaiya,0,5
Denaja,0,95
Denajah,0,108
Denajia,0,10
Denalia,0,5
Denaly,0,67
Denaria,0,26
Denasha,0,11
Denashia,0,21
Denasia,0,470
Denay,0,133
Denaya,0,177
Denayah,0,26
Denaye,0,5
Denaysha,0,22
Denaysia,0,46
Denazia,0,15
Dene,0,12
Denea,0,74
Denecia,0,34
Denee,0,74
Deneen,0,10
Deneisha,0,64
Denelle,0,21
Denese,0,10
Denesha,0,93
Deneshia,0,38
Denessa,0,17
Denetra,0,18
Denetria,0,29
Denia,0,364
Deniah,0,58
Denica,0,11
Denice,0,378
Denicia,0,31
Deniece,0,43
Deniella,0,5
Denielle,0,61
Deniesha,0,21
Denija,0,31
Denijah,0,63
Denika,0,49
Denilah,0,6
Denique,0,6
Denira,0,11
Denisa,0,134
Denisha,0,594
Denishia,0,6
Denisia,0,37
Denissa,0,17
Denisse,0,3141
Denita,0,30
Denitra,0,11
Deniya,0,329
Deniyah,0,321
Denize,0,21
Denna,0,101
Dennesly,0,10
Dennice,0,13
Dennise,0,780
Dennisha,0,37
Dennisse,0,70
Denya,0,107
Denyah,0,5
Denyce,0,32
Denyia,0,11
Denyla,0,69
Denylah,0,16
Denyse,0,94
Denysse,0,6
Deona,0,261
Deondria,0,52
Deoni,0,61
Deonie,0,5
Deonna,0,1041
Deonni,0,21
Deonnie,0,5
Deqa,0,5
Dera,0,15
Dereka,0,117
Dereona,0,121
Dereonna,0,62
Deria,0,15
Deriah,0,25
Deriana,0,74
Derianna,0,38
Derica,0,222
Dericka,0,139
Derielle,0,13
Derika,0,128
Deriona,0,82
Derionna,0,77
Deriya,0,13
Deriyah,0,61
Deronna,0,5
Derra,0,17
Derria,0,8
Derriah,0,5
Derriana,0,104
Derrianna,0,41
Derrica,0,144
Derricka,0,310
Derrika,0,52
Derriona,0,152
Derrionna,0,22
Derrisha,0,5
Derriyah,0,6
Derya,0,71
Derykah,0,5
Desa,0,6
Desara,0,5
Desarae,0,494
Desarai,0,21
Desaray,0,406
Desaraye,0,10
Desare,0,17
Desarea,0,21
Desaree,0,141
Desarey,0,23
Desarie,0,11
Desera,0,8
Deserae,0,359
Deserai,0,5
Deseray,0,274
Desere,0,30
Deserea,0,24
Deseree,0,191
Deserey,0,17
Deserie,0,88
Desery,0,6
Desha,0,127
Deshaila,0,5
Deshala,0,5
Deshana,0,22
Deshanae,0,24
Deshanna,0,7
Deshante,0,12
Deshanti,0,99
Deshara,0,16
Deshauna,0,65
Deshawna,0,175
Deshawnna,0,7
Deshaya,0,5
Deshayla,0,112
Deshea,0,33
Deshia,0,15
Deshira,0,6
Deshiya,0,10
Deshona,0,5
Deshonna,0,24
Deshya,0,8
Desia,0,39
Desiah,0,27
Desinae,0,5
Desira,0,25
Desirae,0,4101
Desirai,0,23
Desiray,0,738
Desiraye,0,72
Desirea,0,487
Desirey,0,152
Desirie,0,5
Desirre,0,5
Desiya,0,12
Desiyah,0,29
Desja,0,5
Deslie,0,7
Deslyn,0,84
Deslynn,0,27
Desmariah,0,15
Desmarie,0,44
Despina,0,192
Desrae,0,5
Desree,0,25
Dessa,0,265
Dessence,0,6
Desseray,0,5
Dessiah,0,7
Dessie,0,129
Dessirae,0,24
Dessire,0,49
Dessiree,0,33
Desta,0,40
Destane,0,12
Destanee,0,451
Destaney,0,135
Destani,0,622
Destanie,0,812
Destannie,0,20
Destany,0,1671
Destene,0,5
Destenee,0,38
Desteney,0,26
Desteni,0,126
Destenie,0,96
Desteny,0,1073
Destina,0,88
Destinae,0,39
Destinay,0,12
Destinee,0,7737
Destiney,0,3932
Destini,0,3722
Destinie,0,1149
Destinii,0,30
Destinny,0,30
Destinye,0,12
Destinymarie,0,16
Destinyrose,0,14
Destney,0,10
Destoni,0,12
Destony,0,16
Destyne,0,241
Destynee,0,452
Destyni,0,677
Destynie,0,171
Destyny,0,5
Desyrae,0,13
Desyre,0,103
Desyree,0,19
Detzani,0,11
Deva,0,101
Devaeh,0,69
Devaki,0,5
Devanae,0,5
Devanee,0,107
Devaney,0,77
Devanhi,0,5
Devani,0,234
Devanie,0,194
Devann,0,15
Devanne,0,6
Devannie,0,5
Devanny,0,136
Devanshi,0,96
Devany,0,608
Devaya,0,12
Devayah,0,5
Deveah,0,15
Devena,0,5
Deveney,0,7
Deveny,0,42
Deveshi,0,5
Devi,0,269
Deviana,0,14
Devika,0,260
Devina,0,372
Devinee,0,17
Devinity,0,19
Devinne,0,14
Deviny,0,8
Devionna,0,7
Devita,0,5
Devki,0,7
Devlynn,0,49
Devoiry,0,37
Devona,0,71
Devonee,0,11
Devoney,0,5
Devoni,0,5
Devonia,0,5
Devonna,0,199
Devony,0,60
Devora,0,768
Devorah,0,1447
Devory,0,44
Devree,0,15
Devri,0,43
Devrie,0,6
Devry,0,6
Devyani,0,24
Devynne,0,41
Dexiree,0,10
Deya,0,41
Deyana,0,173
Deyanara,0,34
Deyaneira,0,52
Deyani,0,70
Deyanira,0,626
Deyanna,0,199
Deyannah,0,5
Deyci,0,35
Deycy,0,6
Deyja,0,24
Deyjah,0,47
Deyla,0,30
Deylani,0,16
Deyli,0,10
Deymi,0,5
Deyna,0,109
Deyona,0,58
Deyonna,0,220
Deyra,0,47
Deysha,0,51
Deysi,0,815
Deysia,0,5
Deyssi,0,7
Deysy,0,141
Dezani,0,5
Dezarae,0,596
Dezarai,0,57
Dezaray,0,477
Dezaraye,0,11
Dezare,0,5
Dezarea,0,10
Dezaree,0,46
Dezarey,0,16
Dezaria,0,79
Dezariah,0,36
Dezariyah,0,11
Dezera,0,11
Dezerae,0,173
Dezeray,0,198
Dezerea,0,15
Dezeree,0,11
Dezha,0,6
Dezhane,0,21
Dezia,0,9
Dezira,0,8
Dezirae,0,1108
Deziray,0,300
Deziraye,0,10
Dezire,0,532
Dezirea,0,58
Deziree,0,662
Dezirey,0,7
Deziya,0,66
Deziyah,0,211
Dezlyn,0,19
Dezlynn,0,22
Dezmariah,0,47
Dezmarie,0,36
Dezra,0,11
Dezrae,0,21
Dezstany,0,7
Deztany,0,5
Deztinee,0,67
Deztiney,0,5
Deztini,0,26
Deztiny,0,180
Deztyni,0,16
Dezya,0,10
Dezyah,0,6
Dezyrae,0,57
Dezyre,0,117
Dezzarae,0,5
Dhakirah,0,5
Dhalia,0,158
Dhamar,0,60
Dhana,0,5
Dhanna,0,5
Dhanvi,0,87
Dhanya,0,149
Dhara,0,216
Dharma,0,400
Dharshini,0,5
Dhatri,0,12
Dhivya,0,10
Dhiya,0,84
Dhrithi,0,30
Dhriti,0,249
Dhruthi,0,15
Dhruti,0,62
Dhruvi,0,172
Dhvani,0,19
Dhwani,0,55
Dhyana,0,46
Dhyani,0,20
Diaja,0,19
Diajah,0,17
Diala,0,79
Diamani,0,10
Diamondique,0,5
Diamondnique,0,13
Diamonds,0,6
Diamone,0,23
Diamonique,0,393
Diamyn,0,7
Dianah,0,17
Dianalaura,0,5
Dianalee,0,5
Dianaliz,0,18
Dianalys,0,5
Dianara,0,62
Diandra,0,257
Diane,0,3015
Dianela,0,10
Dianeli,0,5
Dianelis,0,44
Dianeliz,0,10
Dianelly,0,63
Dianely,0,87
Dianelys,0,101
Dianet,0,5
Dianey,0,132
Diani,0,106
Dianie,0,5
Dianira,0,17
Diann,0,40
Dianna,0,2732
Diannah,0,5
Dianne,0,720
Dianney,0,8
Dianni,0,5
Dianny,0,23
Diany,0,45
Diara,0,306
Diary,0,10
Diasha,0,21
Diasia,0,68
Diavione,0,5
Diavionne,0,16
Diba,0,6
Dibanhi,0,18
Dicey,0,5
Diedra,0,19
Diella,0,63
Diellza,0,5
Diera,0,10
Dierdre,0,23
Dierra,0,141
Dieynaba,0,13
Digna,0,67
Dihanna,0,10
Dijana,0,12
Dijonay,0,35
Diksha,0,50
Dila,0,17
Dilana,0,70
Dilany,0,5
Dilara,0,220
Dilayla,0,16
Dilcia,0,82
Dilek,0,5
Dilenny,0,6
Dileydi,0,6
Dilia,0,48
Diliana,0,8
Dililah,0,6
Dillynn,0,25
Dilyla,0,6
Dilylah,0,10
Dim,0,45
Dimesha,0,5
Dimia,0,5
Dimitra,0,108
Dimitria,0,24
Dimon,0,14
Dimond,0,100
Dimonique,0,6
Dimple,0,5
Dimya,0,13
Dina,0,2629
Dinah,0,860
Dinara,0,55
Dinasia,0,24
Dinasti,0,6
Dinasty,0,12
Dinesha,0,6
Dinora,0,183
Dinorah,0,71
Diny,0,5
Diocelina,0,10
Diona,0,223
Dionah,0,5
Diondra,0,102
Dionicia,0,23
Dionisia,0,29
Dionna,0,875
Dionnah,0,5
Dionni,0,19
Dionysia,0,10
Diora,0,83
Diore,0,39
Dioselin,0,31
Dioselina,0,14
Dioseline,0,5
Dioselyn,0,23
Dipali,0,6
Disa,0,5
Disaya,0,67
Disha,0,447
Dishita,0,11
Disney,0,78
Distiny,0,5
Diti,0,7
Diva,0,171
Divany,0,18
Divia,0,6
Diviana,0,5
Divija,0,12
Divina,0,450
Divinity,0,482
Divisha,0,7
Divyanshi,0,7
Divyne,0,6
Dixee,0,15
Dixi,0,35
Dixie,0,3331
Dixielynn,0,13
Dixy,0,5
Diyaa,0,10
Diyala,0,12
Diyana,0,67
Diyanna,0,5
Diyonna,0,5
Diyora,0,12
Djamila,0,5
Djellza,0,7
Djenabou,0,14
Djene,0,5
Djeneba,0,105
Djuana,0,5
Djuna,0,32
Dkayla,0,42
Dlaney,0,6
Dlayna,0,5
Dlila,0,24
Dlilah,0,11
Dlyla,0,31
Dlylah,0,14
Dmaria,0,6
Dmaya,0,35
Dmia,0,45
Dmiracle,0,5
Dmiya,0,71
Dmiyah,0,54
Dmya,0,257
Dmyah,0,10
Dnae,0,14
Dnaja,0,17
Dnajah,0,6
Dnasia,0,61
Dnaya,0,25
Dnia,0,34
Dniah,0,5
Dnijah,0,7
Dniya,0,123
Dniyah,0,127
Dnya,0,70
Dnyah,0,20
Dnyia,0,5
Dnyla,0,65
Dnylah,0,30
Doaa,0,76
Doha,0,77
Dolce,0,109
Dollie,0,32
Dolly,0,272
Dolores,0,877
Domenica,0,368
Dominae,0,5
Dominga,0,158
Dominica,0,312
Dominika,0,302
Domitila,0,5
Domnique,0,5
Dona,0,139
Donae,0,87
Donaji,0,18
Donashia,0,5
Donasia,0,140
Donata,0,24
Donatella,0,163
Dondria,0,30
Doneisha,0,24
Donella,0,6
Donesha,0,97
Doneshia,0,5
Donesia,0,5
Donetta,0,6
Donia,0,183
Donica,0,60
Donielle,0,130
Doniesha,0,18
Donika,0,91
Doniqua,0,5
Donique,0,12
Donisha,0,129
Donita,0,25
Doniya,0,13
Doniyah,0,16
Donjanae,0,5
Donna,0,4156
Donnae,0,53
Donnamarie,0,7
Donnasia,0,12
Donnay,0,6
Donneisha,0,5
Donnella,0,7
Donnesha,0,45
Donneshia,0,6
Donnetta,0,12
Donni,0,11
Donnia,0,10
Donnisha,0,46
Donshae,0,10
Dontajah,0,5
Dontasia,0,95
Dontavia,0,50
Dontaysha,0,5
Dontia,0,5
Donyale,0,5
Donyelle,0,35
Dor,0,5
Dora,0,1785
Doralee,0,6
Doraly,0,5
Doralyn,0,6
Dorca,0,5
Dorcas,0,329
Doreen,0,351
Dorene,0,12
Doretta,0,5
Dori,0,306
Doria,0,73
Doriana,0,107
Doriane,0,10
Doriann,0,26
Dorianna,0,62
Dorianne,0,30
Dorie,0,88
Dorina,0,61
Dorinda,0,61
Dorine,0,5
Doris,0,1390
Dorismar,0,175
Dorissa,0,10
Dorothea,0,319
Dorothy,0,4202
Dorrie,0,5
Dorsa,0,46
Dorthea,0,30
Dorthy,0,114
Dory,0,105
Dotti,0,6
Dottie,0,176
Dotty,0,5
Doua,0,6
Douaa,0,5
Douachee,0,6
Dounia,0,28
Dove,0,107
Dovie,0,96
Dovion,0,6
Draizy,0,11
Drashti,0,6
Draya,0,243
Drayah,0,29
Draylee,0,5
Drea,0,480
Dreah,0,25
Dreama,0,250
Dreana,0,56
Dreanna,0,156
Dreauna,0,5
Drema,0,7
Drena,0,5
Dreniyah,0,5
Dreona,0,10
Dreonna,0,55
Dreya,0,132
Dreyah,0,30
Dreyanna,0,7
Driana,0,55
Drianna,0,72
Drina,0,41
Drisana,0,11
Drishti,0,60
Drishya,0,13
Dristi,0,13
Drita,0,6
Driyah,0,5
Drucilla,0,69
Drusilla,0,61
Dshanti,0,31
Dua,0,315
Duaa,0,346
Dublyn,0,5
Dubraska,0,7
Duchess,0,35
Duha,0,88
Duice,0,5
Dulaney,0,13
Dulcemaria,0,507
Dulcie,0,81
Dulcinea,0,103
Dulse,0,143
Dung,0,5
Dunia,0,232
Duniya,0,5
Dunya,0,210
Durga,0,39
Duriyah,0,5
Durriyah,0,12
Duru,0,72
Durva,0,5
Dustee,0,16
Dusti,0,212
Dustie,0,115
Dustina,0,5
Dutchess,0,25
Duyen,0,36
Dvyne,0,12
Dwana,0,5
Dyamon,0,11
Dyamond,0,620
Dyana,0,497
Dyanara,0,75
Dyane,0,10
Dyann,0,16
Dyanna,0,492
Dyanne,0,82
Dyanni,0,24
Dyasia,0,105
Dyemond,0,32
Dyesha,0,6
Dylana,0,110
Dylaney,0,11
Dylanie,0,60
Dylanne,0,27
Dylilah,0,18
Dylynn,0,83
Dyman,0,11
Dymin,0,51
Dymond,0,971
Dymone,0,16
Dymonique,0,5
Dyna,0,59
Dynah,0,30
Dynasha,0,5
Dynasia,0,146
Dynastee,0,95
Dynasti,0,299
Dynastie,0,66
Dynasty,0,1302
Dyneisha,0,5
Dynesha,0,33
Dyneshia,0,5
Dynesti,0,5
Dynesty,0,37
Dynisha,0,10
Dynisty,0,40
Dynver,0,29
Dyona,0,5
Dyoni,0,7
Dyonna,0,61
Dystanie,0,5
Dystany,0,12
Dystinee,0,5
Dystiny,0,29
Dyuthi,0,20
Dyuti,0,5
Dzaria,0,23
Dzejla,0,5
Dzeneta,0,5
Dzenita,0,5
Dziah,0,5
Dzire,0,12
Dziyah,0,29
Dzya,0,5
Dzyre,0,39
Ea,0,5
Eabha,0,16
Eadie,0,10
Eadyn,0,5
Ealyn,0,12
Eanna,0,33
Earlene,0,5
Earnestine,0,6
Easha,0,10
Easter,0,40
Eastynn,0,15
Eavie,0,6
Ebanie,0,11
Ebany,0,102
Ebbie,0,5
Ebby,0,12
Ebelin,0,229
Ebelyn,0,89
Ebere,0,6
Ebone,0,39
Ebonee,0,151
Eboney,0,65
Eboni,0,923
Ebonie,0,274
Ebonique,0,6
Ebunoluwa,0,55
Ece,0,51
Echoe,0,5
Ecrin,0,33
Ecstasy,0,5
Eda,0,238
Edalia,0,5
Edana,0,20
Edda,0,46
Edee,0,30
Edelin,0,58
Edelina,0,5
Edeline,0,130
Edelle,0,12
Edelmira,0,15
Edelyn,0,202
Edelynn,0,15
Edenrose,0,5
Edessa,0,18
Edid,0,6
Edie,0,1037
Edika,0,5
Edilia,0,6
Edina,0,157
Edisa,0,11
Edit,0,51
Edita,0,50
Edith,0,5992
Edlin,0,16
Edlyn,0,175
Edlynn,0,5
Edna,0,1628
Edom,0,42
Edona,0,73
Edriana,0,19
Edrianna,0,6
Edrie,0,5
Edrina,0,5
Eduarda,0,105
Edwina,0,158
Edynn,0,70
Edyta,0,10
Edyth,0,52
Edythe,0,83
Eeliyah,0,5
Eelyn,0,6
Eeman,0,6
Eera,0,13
Eesha,0,610
Eeva,0,74
Eevee,0,37
Eevie,0,14
Effie,0,408
Effy,0,20
Efrat,0,13
Efrata,0,58
Efstathia,0,5
Efthimia,0,13
Efthymia,0,5
Ehlana,0,21
Ehrin,0,11
Eibhleann,0,10
Eibhlin,0,37
Eidel,0,5
Eidy,0,6
Eila,0,420
Eilah,0,32
Eilee,0,106
Eileen,0,5558
Eileena,0,12
Eileene,0,11
Eileigh,0,10
Eilen,0,10
Eilene,0,110
Eiley,0,206
Eiliana,0,21
Eilidh,0,117
Eilin,0,6
Eilis,0,89
Eilish,0,93
Eiliyah,0,125
Eilleen,0,41
Eilley,0,52
Eillie,0,5
Eilonwy,0,10
Eily,0,210
Eilyn,0,100
Eilynn,0,6
Eimaan,0,14
Eiman,0,63
Eimear,0,5
Eimi,0,94
Eimile,0,6
Eimmy,0,17
Eimy,0,341
Einin,0,6
Eira,0,141
Eire,0,18
Eireann,0,22
Eireen,0,5
Eirene,0,83
Eirian,0,5
Eirini,0,16
Eirinn,0,19
Eisele,0,12
Eisha,0,85
Eislee,0,8
Eithne,0,5
Eiva,0,5
Eiyanna,0,5
Eiza,0,406
Eizabella,0,11
Eizley,0,10
Eja,0,45
Ekaterina,0,545
Ekaterini,0,43
Ekko,0,12
Ekram,0,37
Ekta,0,37
Ela,0,1067
Eladia,0,24
Elaena,0,45
Elaf,0,27
Elah,0,143
Elahna,0,5
Elahni,0,11
Elaia,0,12
Elaida,0,5
Elain,0,5
Elaina,0,11222
Elainah,0,89
Elaine,0,6062
Elainea,0,16
Elainey,0,16
Elaini,0,5
Elainna,0,129
Elainy,0,14
Elaisa,0,6
